,Current(A),Voltage(V),Temp(C),SOC
100,-0.5003277659416199,3.8101511001586914,0,0.7256269267357558
102,-0.5005077123641968,3.809827327728272,0,0.725487946800772
104,-0.5005077123641968,3.809503316879273,0,0.7253489418732295
106,-0.5005077123641968,3.8091793060302734,0,0.7252099369456871
108,-0.5005077123641968,3.8088552951812735,0,0.7250709070255859
110,-0.5003277659416199,3.8085312843322754,0,0.7249319270906021
112,-0.5005077123641968,3.8083693981170654,0,0.7247929471556183
114,-0.5003277659416199,3.8080453872680655,0,0.7246539172355171
116,-0.5005077123641968,3.8077213764190674,0,0.7245149373005333
118,-0.5005077123641968,3.8072352409362793,0,0.7243759323729908
120,-0.5005077123641968,3.807073354721069,0,0.7242369024528896
122,-0.5005077123641968,3.8067493438720703,0,0.7240978725327885
124,-0.5003277659416199,3.806587457656861,0,0.723958867605246
126,-0.5005077123641968,3.806263446807861,0,0.7238198626777035
128,-0.5003277659416199,3.8059394359588623,0,0.7236808327576023
130,-0.5005077123641968,3.8056154251098633,0,0.7235418528226185
132,-0.5005077123641968,3.805291414260864,0,0.7234028229025173
134,-0.5005077123641968,3.8051295280456543,0,0.7232637929824162
136,-0.5005077123641968,3.8048055171966553,0,0.723124763062315
138,-0.5005077123641968,3.804643392562866,0,0.7229857331422138
140,-0.5003277659416199,3.804481506347656,0,0.7228467282146713
142,-1.0002213716506958,3.7476224899291988,0,0.7226383186122279
144,-1.0002213716506958,3.745678424835205,0,0.7223605293191641
146,-1.0000414848327637,3.7438967227935787,0,0.722082690049261
148,-0.9998615384101868,3.742438793182373,0,0.7218048757636383
150,-0.9998615384101868,3.740980863571167,0,0.7215270864705743
152,0.4990997016429901,3.8814275264739986,0,0.7212492971775103
154,0.4990997016429901,3.907994031906128,0,0.7213879859686396
156,0.499279648065567,3.9128539562225337,0,0.7215266497672101
158,0.499279648065567,3.9165797233581534,0,0.7216653385583394
160,-7.418601308017969e-05,3.868144273757935,0,0.7218040273494686
162,-0.00025413333787582815,3.865714311599731,0,0.7218039817495587
164,-7.418601308017969e-05,3.866200208663941,0,0.7218039111569649
166,-0.0004340806626714766,3.866686344146729,0,0.7218038655570551
168,-0.00025413333787582815,3.867496252059937,0,0.7218037699717773
170,-0.0004340806626714766,3.868306159973145,0,0.7218037243718675
172,-7.418601308017969e-05,3.868954181671143,0,0.7218036287865897
174,-7.418601308017969e-05,3.869764089584351,0,0.7218036081793637
176,-0.5005077123641968,3.8169548511505127,0,0.7218035625794539
178,-0.5005077123641968,3.813390970230103,0,0.7216645326593527
180,-0.5005077123641968,3.811933040618897,0,0.7215255027392515
182,-0.5006876587867737,3.8109612464904794,0,0.721386497811709
184,-0.5005077123641968,3.8101511001586914,0,0.7212474678916079
186,-0.5005077123641968,3.8091793060302734,0,0.7211084629640654
188,-0.5003277659416199,3.8085312843322754,0,0.7209694330439642
190,-0.5003277659416199,3.807883262634277,0,0.7208304281164217
192,-0.5005077123641968,3.8072352409362793,0,0.7206914231888792
194,-0.5003277659416199,3.806587457656861,0,0.7205524182613368
196,-0.5003277659416199,3.806101322174072,0,0.7204134133337943
198,-0.5005077123641968,3.8056154251098633,0,0.7202744084062518
200,-0.5005077123641968,3.8051295280456543,0,0.7201353784861506
202,-0.5005077123641968,3.804481506347656,0,0.7199963485660494
204,-0.5005077123641968,3.804157495498657,0,0.7198573186459483
206,-0.5003277659416199,3.803833484649658,0,0.7197182637332884
208,-0.5005077123641968,3.8033475875854488,0,0.7195792588057459
210,-0.5005077123641968,3.80286169052124,0,0.7194402538782034
212,-4.0001235008239755,3.4280130863189697,0,0.7193012489506609
214,-4.000303268432616,3.411165952682495,0,0.718190078566042
216,-4.0001235008239755,3.4009604454040527,0,0.7170788832136996
218,-4.0001235008239755,3.3930227756500244,0,0.7159677377968041
220,-2.50008225440979,3.544161081314087,0,0.7148565424444617
222,-2.50008225440979,3.5433509349823,0,0.7141620501507329
224,-2.50008225440979,3.541245222091675,0,0.7134675828578413
226,-2.50008225440979,3.5391392707824707,0,0.7127730905641125
228,-2.500262260437012,3.5370333194732666,0,0.7120785982703838
230,-2.500262260437012,3.5347654819488525,0,0.711384105976655
232,-2.500262260437012,3.5326595306396484,0,0.7106896136829263
234,-2.500262260437012,3.5310397148132324,0,0.7099950963883604
236,-2.500262260437012,3.5290956497192383,0,0.7093006040946317
238,-2.500262260437012,3.5274758338928223,0,0.7086061118009029
240,-2.500262260437012,3.5258560180664062,0,0.7079116195071742
242,-2.500262260437012,3.524235963821411,0,0.7072171272134454
244,0.9997131228446959,3.9007043838500977,0,0.7065226099188796
246,0.999893069267273,3.9112339019775386,0,0.706800283016
248,0.9997131228446959,3.9181995391845694,0,0.7070779811056791
250,0.9997131228446959,3.924193382263184,0,0.7073556791953579
252,-1.0002213716506958,3.713442325592041,0,0.7076333522924784
254,-1.0002213716506958,3.710688352584839,0,0.7073555130225754
256,-1.0002213716506958,3.7093923091888423,0,0.7070776737526724
258,-1.0000414848327637,3.708744525909424,0,0.7067998094819323
260,-1.0002213716506958,3.7079343795776367,0,0.70652202018059
262,-1.0000414848327637,3.7077724933624263,0,0.706244180910687
264,-1.0002213716506958,3.7071244716644287,0,0.7059663916093446
266,-1.0002213716506958,3.7068004608154297,0,0.7056885773237219
268,-1.0000414848327637,3.7063145637512207,0,0.7054107630380992
270,-1.0002213716506958,3.705828666687012,0,0.7051329487524766
272,-1.0000414848327637,3.705828666687012,0,0.7048551094825736
274,-1.0002213716506958,3.705342531204224,0,0.7045772951969509
276,-1.0002213716506958,3.704856634140015,0,0.7042994559270479
278,-1.0002213716506958,3.704532623291016,0,0.7040216416414252
280,-1.0002213716506958,3.7042086124420166,0,0.7037438273558025
282,-1.0000414848327637,3.704046726226807,0,0.7034659880858996
284,1.9995005130767824,4.027544021606444,0,0.7036048018398223
286,1.9995005130767824,4.037425518035889,0,0.7041602436332906
288,1.9995005130767824,4.044877052307129,0,0.7047156354416414
290,1.9995005130767824,4.051032543182373,0,0.7052710522508293
292,-0.00025413333787582815,3.842063426971436,0,0.7055487503518103
294,-7.418601308017969e-05,3.840929508209229,0,0.7055487047519005
296,-7.418601308017969e-05,3.8407676219940186,0,0.7055486841446745
298,-0.00025413333787582815,3.840929508209229,0,0.7055486635374486
300,-0.00025413333787582815,3.841253519058228,0,0.7055486179375388
302,-0.00025413333787582815,3.841739654541016,0,0.7055485723376289
304,-7.418601308017969e-05,3.8422255516052246,0,0.7055485017450351
306,-0.00025413333787582815,3.8427114486694336,0,0.7055484561451253
308,-7.418601308017969e-05,3.843359470367432,0,0.7055483855525315
310,-7.418601308017969e-05,3.843683481216431,0,0.7055483149599376
312,-0.0004340806626714766,3.84416937828064,0,0.7055482693600278
314,-0.0004340806626714766,3.844655513763428,0,0.70554817377475
316,-7.418601308017969e-05,3.845303297042847,0,0.7055480781894722
318,-0.00025413333787582815,3.845465421676636,0,0.7055480325895623
320,-7.418601308017969e-05,3.846275329589844,0,0.7055479370042845
322,-0.00025413333787582815,3.8464372158050537,0,0.7055479163970586
324,-0.0004340806626714766,3.8467612266540527,0,0.7055478208117808
326,-0.00025413333787582815,3.8472473621368413,0,0.7055477252265029
328,-0.00025413333787582815,3.84773325920105,0,0.7055476796265931
330,-0.0004340806626714766,3.848057270050049,0,0.7055476340266833
332,-0.00025413333787582815,3.848057270050049,0,0.7055475737377024
334,-0.00025413333787582815,3.8483812808990483,0,0.7055475031451086
336,-7.418601308017969e-05,3.848867177963257,0,0.7055474325525148
338,-0.00025413333787582815,3.8491911888122563,0,0.705547361959921
340,-0.00025413333787582815,3.849515199661255,0,0.7055473163600111
342,-0.0004340806626714766,3.849839210510254,0,0.7055472957527853
344,-0.0004340806626714766,3.850325107574463,0,0.7055472251601914
346,-0.00025413333787582815,3.850649118423462,0,0.7055471295749136
348,-0.5003277659416199,3.800755739212036,0,0.7055470589823198
350,-0.5005077123641968,3.79557204246521,0,0.7054080540547774
352,-0.5005077123641968,3.794114112854004,0,0.7052690491272349
354,-0.5003277659416199,3.793142080307007,0,0.7051300192071337
356,-0.5005077123641968,3.7921700477600098,0,0.7049910392721499
358,-0.5005077123641968,3.791198253631592,0,0.7048520343446074
360,-0.500147819519043,3.7905502319335938,0,0.7047130294170649
362,-0.5005077123641968,3.7895781993865967,0,0.7045740494820811
364,-0.5003277659416199,3.7892541885375977,0,0.7044349945694213
366,-0.5005077123641968,3.7884442806243896,0,0.7042960146344375
368,-0.5005077123641968,3.7879583835601807,0,0.7041569847143363
370,-0.5003277659416199,3.787310361862183,0,0.7040179547942351
372,-0.5005077123641968,3.7868244647979736,0,0.7038789498666926
374,-0.5005077123641968,3.786500453948975,0,0.7037399449391502
376,-1.0000414848327637,3.7330431938171382,0,0.7036009150190489
378,-1.0002213716506958,3.729317426681519,0,0.7033231007334263
380,-1.0002213716506958,3.727373600006104,0,0.7030452614635233
382,-1.0002213716506958,3.7255916595458975,0,0.7027674221936203
384,-1.0000414848327637,3.7239716053009033,0,0.7024896079079976
386,-1.0002213716506958,3.722189664840698,0,0.702211793622375
388,0.499279648065567,3.881103515625,0,0.701933954352472
390,0.499279648065567,3.8880691528320312,0,0.7020726431436012
392,0.499279648065567,3.89195704460144,0,0.7022113819198479
394,0.499279648065567,3.8950347900390634,0,0.7023500457184184
396,-0.00025413333787582815,3.8443315029144287,0,0.7024887345095476
398,-0.0004340806626714766,3.8440074920654297,0,0.7024886639169539
400,-0.0004340806626714766,3.8443315029144287,0,0.70248859332436
402,-0.0004340806626714766,3.844979286193848,0,0.7024884977390822
404,-0.0004340806626714766,3.845465421676636,0,0.7024884271464883
406,-0.00025413333787582815,3.846113443374634,0,0.7024883565538944
408,-0.00025413333787582815,3.8467612266540527,0,0.7024882859613006
410,-7.418601308017969e-05,3.8472473621368413,0,0.7024882153687069
412,-0.5003277659416199,3.7934660911560063,0,0.702488169768797
414,-0.5003277659416199,3.791198253631592,0,0.7023491398486958
416,-0.5005077123641968,3.789902210235596,0,0.7022101599137119
418,-0.5005077123641968,3.789092302322388,0,0.7020711549861696
420,-0.5005077123641968,3.78828239440918,0,0.7019321000735097
422,-0.5003277659416199,3.787472486495972,0,0.7017930951459672
424,-0.5005077123641968,3.786500453948975,0,0.7016540902184247
426,-0.5003277659416199,3.786176443099976,0,0.7015150602983236
428,-0.5005077123641968,3.785366535186768,0,0.7013760303782224
430,-0.5003277659416199,3.78488039970398,0,0.7012370254506799
432,-0.5005077123641968,3.7843945026397705,0,0.7010980205231374
434,-0.5005077123641968,3.783746480941773,0,0.7009589906030362
436,-0.5003277659416199,3.783422470092773,0,0.7008199356903764
438,-0.5003277659416199,3.7830986976623535,0,0.7006809807479513
440,-0.5003277659416199,3.782612562179565,0,0.7005419758204088
442,-0.5005077123641968,3.782126665115357,0,0.7004029708928663
444,-0.5003277659416199,3.781802654266357,0,0.7002639409727651
446,-0.5003277659416199,3.78115463256836,0,0.7001249360452226
448,-0.5003277659416199,3.78083062171936,0,0.6999859561102388
450,-0.5003277659416199,3.7806687355041504,0,0.6998469511826964
452,-0.5005077123641968,3.780182838439941,0,0.6997079712477126
454,-0.5005077123641968,3.7798588275909424,0,0.6995689663201701
456,-0.5005077123641968,3.7793726921081534,0,0.6994299613926276
458,-0.5005077123641968,3.779210805892944,0,0.6992909314725264
460,-0.5003277659416199,3.778886795043945,0,0.6991519265449839
462,-0.5003277659416199,3.7785627841949454,0,0.6990129216174414
464,-0.5005077123641968,3.7782387733459473,0,0.698873916689899
466,-0.5003277659416199,3.7777528762817374,0,0.6987348867697978
468,-0.5005077123641968,3.7777528762817374,0,0.698595906834814
470,-0.5005077123641968,3.777266979217529,0,0.6984568769147128
472,-0.5005077123641968,3.7769429683685294,0,0.6983178469946116
474,-0.5003277659416199,3.776780843734741,0,0.6981788170745105
476,-0.5005077123641968,3.7764568328857417,0,0.6980398371395267
478,-0.5006876587867737,3.776133060455322,0,0.6979008072194255
480,-0.5003277659416199,3.775970935821533,0,0.6977617273142069
482,-0.5005077123641968,3.7756469249725337,0,0.6976227223866645
484,-0.5005077123641968,3.775322914123535,0,0.6974836924665633
486,-0.5005077123641968,3.775161027908325,0,0.6973446875390208
488,-0.5005077123641968,3.774998903274536,0,0.6972056826114783
490,-0.5003277659416199,3.774675130844116,0,0.6970666526913771
492,-0.5003277659416199,3.7743511199951167,0,0.6969276727563933
494,-0.5003277659416199,3.774188995361328,0,0.6967886678288508
496,-0.5005077123641968,3.7738649845123287,0,0.6966496629013084
498,-0.5003277659416199,3.7737030982971187,0,0.6965106579737659
500,-1.0000414848327637,3.7179780006408687,0,0.6963022483713225
502,-1.0002213716506958,3.715872049331665,0,0.6960244090848627
504,-1.0002213716506958,3.71409010887146,0,0.6957465698149597
506,-1.0000414848327637,3.712632179260254,0,0.6954687055442197
508,-1.0002213716506958,3.7111742496490483,0,0.6951909162428773
510,-1.0000414848327637,3.7100403308868413,0,0.6949130769729743
512,0.4994595944881439,3.876081705093384,0,0.6948434767327504
514,0.499279648065567,3.880455493927002,0,0.6949821655238797
516,0.499279648065567,3.884019374847412,0,0.6951208543150089
518,-0.00025413333787582815,3.83687973022461,0,0.6952595431061381
520,-0.00025413333787582815,3.8338019847869873,0,0.6952594475208603
522,-7.418601308017969e-05,3.834450006484986,0,0.6952593769282666
524,-0.0004340806626714766,3.835097789764404,0,0.6952593563210406
526,-0.00025413333787582815,3.835583925247192,0,0.6952592607357628
528,-0.0004340806626714766,3.8362319469451904,0,0.6952591901431691
530,-0.00025413333787582815,3.837203741073608,0,0.6952591195505752
532,-0.0004340806626714766,3.837689876556397,0,0.6952590489579814
534,-0.5003277659416199,3.7855284214019775,0,0.6952589783653875
536,-0.5003277659416199,3.782612562179565,0,0.6951199734378449
538,-0.5003277659416199,3.78115463256836,0,0.6949809935028612
540,-0.5006876587867737,3.780020713806152,0,0.6948419885753188
542,-0.5005077123641968,3.7793726921081534,0,0.6947029336626589
544,-0.5005077123641968,3.7785627841949454,0,0.6945639037425577
546,-0.5005077123641968,3.777914762496948,0,0.6944248988150152
548,-0.5003277659416199,3.777266979217529,0,0.6942858938874727
550,-0.5003277659416199,3.7766189575195312,0,0.6941468889599303
552,-0.5005077123641968,3.775970935821533,0,0.6940079090249465
554,-0.5005077123641968,3.775322914123535,0,0.6938689040974039
556,-0.5005077123641968,3.774998903274536,0,0.6937298991698615
558,-0.5006876587867737,3.7745130062103267,0,0.6935908692497603
560,-0.5003277659416199,3.774188995361328,0,0.6934518393296591
562,-0.5006876587867737,3.77337908744812,0,0.6933128593946754
564,-0.5003277659416199,3.773055076599121,0,0.6931738294745742
566,-0.5003277659416199,3.772893190383911,0,0.6930348495395904
568,-0.5005077123641968,3.772407054901123,0,0.6928958446120479
570,-4.000303268432616,3.4037141799926762,0,0.6927568146919467
572,-4.000303268432616,3.385895252227783,0,0.6916456443073278
574,-4.0001235008239755,3.37617564201355,0,0.6905344489549854
576,-4.000303268432616,3.3682382106781006,0,0.6894233035380899
578,-2.500262260437012,3.517918348312378,0,0.6883121081857475
580,-2.500262260437012,3.51710844039917,0,0.6876175908911817
582,-2.50008225440979,3.5151643753051762,0,0.6869230985974529
584,-2.50008225440979,3.5128965377807617,0,0.6862286063037242
586,-2.50008225440979,3.5109527111053467,0,0.6855341140099954
588,-2.50008225440979,3.509008884429932,0,0.6848396217162667
590,-2.500262260437012,3.5067408084869385,0,0.684145154423375
592,-2.500262260437012,3.5049591064453125,0,0.6834506621296462
594,-2.50008225440979,3.5033390522003174,0,0.6827561698359175
596,-2.50008225440979,3.5017192363739014,0,0.6820616775421887
598,-2.500262260437012,3.5000991821289062,0,0.681367210249297
600,-2.500262260437012,3.4988033771514893,0,0.6806726929547312
602,0.9995331764221193,3.871546030044556,0,0.6804642583597291
604,0.9997131228446959,3.8814275264739986,0,0.6807419064642908
606,0.999893069267273,3.8880691528320312,0,0.6810195795614111
608,0.9995331764221193,3.8937387466430655,0,0.6812972776510902
610,-1.0000414848327637,3.684931755065918,0,0.6812971570675824
612,-1.0002213716506958,3.682501792907715,0,0.6810193177811227
614,-1.0000414848327637,3.6813678741455083,0,0.6807414785112197
616,-1.0004013776779177,3.6805579662323,0,0.6804636642255971
618,-1.0002213716506958,3.6799099445343018,0,0.6801857999548571
620,-1.0002213716506958,3.679748058319092,0,0.6799079106998366
622,-1.0002213716506958,3.6791000366210938,0,0.6796300964142139
624,-1.0002213716506958,3.678776025772095,0,0.6793522571443109
626,-1.0000414848327637,3.678452014923096,0,0.6790744178744079
628,-1.0002213716506958,3.6781280040740967,0,0.6787966035887852
630,-1.0000414848327637,3.6778039932250977,0,0.6785187643188823
632,-1.0002213716506958,3.677479982376098,0,0.6782409500332596
634,-1.0000414848327637,3.6771559715271,0,0.6779631357476369
636,-1.0002213716506958,3.67683219909668,0,0.6776853214620142
638,-1.0002213716506958,3.676346063613892,0,0.6774074821921112
640,-1.0002213716506958,3.6761841773986816,0,0.6771296679064885
642,1.9993205070495603,3.995955467224121,0,0.677268456676131
644,1.9995005130767824,4.005027294158936,0,0.6778238484844819
646,1.9995005130767824,4.0121545791625985,0,0.6783792402928327
648,1.9995005130767824,4.017986297607422,0,0.6789346571020206
650,-0.0004340806626714766,3.8112850189208975,0,0.6792123552030016
652,-7.418601308017969e-05,3.810313224792481,0,0.6792122596177238
654,-0.0004340806626714766,3.8101511001586914,0,0.679212214017814
656,-7.418601308017969e-05,3.810313224792481,0,0.6792121184325361
658,-0.00025413333787582815,3.8107991218566895,0,0.6792120978253102
660,-7.418601308017969e-05,3.811123132705689,0,0.6792120272327165
662,-0.00025413333787582815,3.8116090297698975,0,0.6792119816328066
664,-0.0004340806626714766,3.811933040618897,0,0.6792118860475288
666,-7.418601308017969e-05,3.8125810623168954,0,0.679211790462251
668,-0.00025413333787582815,3.8129050731658936,0,0.6792117448623411
670,-0.00025413333787582815,3.813390970230103,0,0.6792116742697474
672,-7.418601308017969e-05,3.8140389919281006,0,0.6792116036771536
674,-0.00025413333787582815,3.8143630027771,0,0.6792115830699277
676,-7.418601308017969e-05,3.8145248889923096,0,0.6792115124773339
678,-0.00025413333787582815,3.815172910690308,0,0.6792114668774241
680,-0.00025413333787582815,3.8156588077545166,0,0.6792113712921463
682,-7.418601308017969e-05,3.8161449432373047,0,0.6792113006995525
684,-0.00025413333787582815,3.816468954086304,0,0.6792112800923266
686,-0.00025413333787582815,3.816792964935303,0,0.6792112094997328
688,0.0,3.8169548511505127,0,0.679211138907139
690,-0.00025413333787582815,3.817278861999512,0,0.6792111036108421
692,-7.418601308017969e-05,3.8177647590637207,0,0.6792110580109323
694,-7.418601308017969e-05,3.81808876991272,0,0.6792110124110224
696,-0.00025413333787582815,3.8182506561279297,0,0.6792109668111126
698,-7.418601308017969e-05,3.8187367916107178,0,0.6792109212112027
700,-7.418601308017969e-05,3.819060802459717,0,0.6792108756112929
702,-0.00025413333787582815,3.819222688674927,0,0.679210830011383
704,-0.00025413333787582815,3.819708585739136,0,0.6792107344261052
706,-0.5005077123641968,3.766413450241089,0,0.6791411841697578
708,-0.5005077123641968,3.764469623565674,0,0.6790021542496566
710,-0.5005077123641968,3.763335704803467,0,0.6788631493221141
712,-0.5003277659416199,3.76252555847168,0,0.6787241443945716
714,-0.5005077123641968,3.7615537643432617,0,0.6785851394670291
716,-0.5005077123641968,3.760905742645264,0,0.6784461345394867
718,-0.5005077123641968,3.7602577209472656,0,0.6783071296119442
720,-0.5005077123641968,3.7594478130340576,0,0.678168099691843
722,-0.5006876587867737,3.75879979133606,0,0.6780290697717418
724,-0.5003277659416199,3.7583138942718506,0,0.6778900148590821
726,-0.5005077123641968,3.7578279972076416,0,0.6777509849389808
728,-0.5003277659416199,3.7573418617248535,0,0.6776119800114383
730,-0.5005077123641968,3.756855964660645,0,0.6774729750838958
732,-0.5003277659416199,3.756370067596436,0,0.6773339701563533
734,-1.0004013776779177,3.702102899551392,0,0.6771255605539099
736,-1.0002213716506958,3.699996948242188,0,0.6768477212674502
738,-1.0002213716506958,3.698053121566773,0,0.6765698819975472
740,-1.0002213716506958,3.6961090564727774,0,0.6762920427276442
742,-1.0000414848327637,3.694813251495361,0,0.6760142034577412
744,-1.0002213716506958,3.6933553218841553,0,0.6757364141563988
746,0.499279648065567,3.853726863861084,0,0.6756668389170121
748,0.499279648065567,3.858262777328491,0,0.6758055277081412
750,0.499279648065567,3.8615026473999023,0,0.6759442164992704
752,0.499279648065567,3.864418268203736,0,0.6760829302829584
754,-0.00025413333787582815,3.8129050731658936,0,0.6761522393822261
756,-0.00025413333787582815,3.8132290840148926,0,0.6761521937823163
758,-7.418601308017969e-05,3.8137149810791016,0,0.6761521231897225
760,-0.00025413333787582815,3.814200878143311,0,0.6761520775898127
762,-0.00025413333787582815,3.8145248889923096,0,0.6761520069972189
764,-0.0004340806626714766,3.815172910690308,0,0.676151961397309
766,-0.00025413333787582815,3.8158209323883057,0,0.6761518908047152
768,-0.00025413333787582815,3.8161449432373047,0,0.6761518202121214
770,-0.5003277659416199,3.76220178604126,0,0.6760822699557739
772,-0.5005077123641968,3.7605817317962646,0,0.6759432900207901
774,-0.5005077123641968,3.759609699249268,0,0.6758042850932476
776,-0.5003277659416199,3.75879979133606,0,0.6756652551731465
778,-0.5005077123641968,3.7578279972076416,0,0.6755262502456041
780,-0.5003277659416199,3.7573418617248535,0,0.6753872203255028
782,-0.5005077123641968,3.7566940784454346,0,0.6752482153979603
784,-0.5006876587867737,3.755883932113648,0,0.6751091854778591
786,-0.5005077123641968,3.7553980350494394,0,0.674970155557758
788,-0.5003277659416199,3.7549121379852295,0,0.6748311256376568
790,-0.5005077123641968,3.7545881271362314,0,0.6746921207101143
792,-0.5003277659416199,3.753940105438232,0,0.6745530907900131
794,-0.5005077123641968,3.7536160945892334,0,0.6744140858624706
796,-0.5003277659416199,3.753130197525024,0,0.6742750809349282
798,-0.5005077123641968,3.7528061866760254,0,0.6741361009999444
800,-0.5005077123641968,3.752320289611816,0,0.6739970710798432
802,-0.5003277659416199,3.751834154129028,0,0.6738580661523007
804,-0.5003277659416199,3.7516722679138175,0,0.6737190612247582
806,-0.5005077123641968,3.75118637084961,0,0.6735800562972157
808,-0.5003277659416199,3.7508623600006095,0,0.6734410263771146
810,-0.5003277659416199,3.7503762245178223,0,0.6733020214495721
812,-0.5003277659416199,3.7500522136688232,0,0.6731630165220296
814,-0.5005077123641968,3.7497284412384033,0,0.6730240115944871
816,-0.5003277659416199,3.7497284412384033,0,0.6728849816743859
818,-0.5003277659416199,3.749404430389404,0,0.6727459767468434
820,-0.5005077123641968,3.748918294906616,0,0.6726069718193011
822,-0.5005077123641968,3.7485942840576167,0,0.6724679418991998
824,-0.5005077123641968,3.7484323978424072,0,0.6723289119790986
826,-0.5005077123641968,3.748108386993408,0,0.6721899070515561
828,-0.5005077123641968,3.7477843761444087,0,0.672050877131455
830,-0.5003277659416199,3.7477843761444087,0,0.6719118472113538
832,-0.5003277659416199,3.7472984790802,0,0.6717728422838113
834,-0.5003277659416199,3.746812582015991,0,0.6716338123637101
836,-0.5003277659416199,3.746974468231201,0,0.6714948324287263
838,-0.5005077123641968,3.7466504573822017,0,0.6713558275011838
840,-0.5005077123641968,3.746164560317993,0,0.6712168225736413
842,-0.5003277659416199,3.746164560317993,0,0.6710777926535402
844,-0.5003277659416199,3.745678424835205,0,0.6709387877259977
846,-0.5003277659416199,3.745678424835205,0,0.6707998077910139
848,-0.5005077123641968,3.745192527770996,0,0.6706608028634714
850,-0.5005077123641968,3.745030641555786,0,0.6705217729433702
852,-0.500147819519043,3.744868516921997,0,0.6703827430232691
854,-0.5005077123641968,3.744382619857788,0,0.670243788080844
856,-1.0004013776779177,3.69157338142395,0,0.6701047581607428
858,-1.0002213716506958,3.688819408416748,0,0.669826918874283
860,-1.0002213716506958,3.687199592590332,0,0.669549054603543
862,-1.0002213716506958,3.6857416629791264,0,0.66927121533364
864,-1.0002213716506958,3.68428373336792,0,0.6689934010480173
866,-1.0000414848327637,3.683149814605713,0,0.6687155867623946
868,0.499279648065567,3.841253519058228,0,0.6684377724767719
870,0.4994595944881439,3.846923351287842,0,0.6685764612679012
872,0.4994595944881439,3.850649118423462,0,0.668715200044148
874,0.499279648065567,3.8535649776458736,0,0.6688539388203948
876,-7.418601308017969e-05,3.80286169052124,0,0.6689926276115239
878,-7.418601308017969e-05,3.80318546295166,0,0.6689925570189301
880,-0.00025413333787582815,3.803671598434448,0,0.6689925114190203
882,-0.00025413333787582815,3.8043193817138667,0,0.6689924408264265
884,-0.00025413333787582815,3.804967403411865,0,0.6689923702338327
886,-0.00025413333787582815,3.8056154251098633,0,0.6689922996412391
